latitude	longitude	city	state
33.272454	-84.64585		Georgia
33.277118	-111.692232	Gilbert	Arizona
33.284394	-111.755395	Gilbert	Arizona
33.287101	-111.869577	Chandler	Arizona
33.287189	-111.856866	Chandler	Arizona
33.288494	-111.871079	Chandler	Arizona
33.288712	-111.87485	Chandler	Arizona
33.290732	-80.377086		South Carolina
33.29415	-111.951629	Chandler	Arizona
33.29501	-111.898401	Chandler	Arizona
33.296571	-111.856915	Chandler	Arizona
33.301608	-111.797271	Chandler	Arizona
33.301696	-111.797271	Chandler	Arizona
33.303818	-111.872111	Chandler	Arizona
33.305547	-94.715221		Texas
33.305993	-111.872225	Chandler	Arizona
33.3060353	-117.31848	Marine Corps Base Camp Pendleton	California
33.306362	-111.802979	Chandler	Arizona
33.311212	-111.804022	Chandler	Arizona
33.311234	-111.808302	Chandler	Arizona
33.311307	-111.804078	Chandler	Arizona
33.311324	-111.804091	Chandler	Arizona
33.311335	-111.804075	Chandler	Arizona
33.311341	-111.804083	Chandler	Arizona
33.31134	-111.804106	Chandler	Arizona
33.311345	-111.804091	Chandler	Arizona
33.311363	-111.80412	Chandler	Arizona
33.311364	-111.804107	Chandler	Arizona
33.311383	-111.804063	Chandler	Arizona
33.311494	-111.965525	Chandler	Arizona
33.311959	-111.827336	Chandler	Arizona
33.31318	-111.911987	Chandler	Arizona
33.313952	-82.034733	Augusta	Georgia
33.317579	-111.874287	Chandler	Arizona
33.318046	-111.972482		Arizona
33.3183	-111.96601	Chandler	Arizona
33.319447	-111.92579	Chandler	Arizona
33.323313	-117.30458	Marine Corps Base Camp Pendleton	California
33.327998	-111.658167	Mesa	Arizona
33.330961	-111.971552	Tempe	Arizona
33.331146	-111.971924	Tempe	Arizona
33.333774	-111.78249	Gilbert	Arizona
33.334208	-111.777723	Gilbert	Arizona
33.334297	-86.990845	Bessemer	Alabama
33.334498	-111.83867	Chandler	Arizona
33.334981	-111.849622	Chandler	Arizona
33.33511	-111.803894	Gilbert	Arizona
33.335203	-111.875878	Chandler	Arizona
33.336985	-111.910983	Tempe	Arizona
33.338709	-111.74712	Gilbert	Arizona
33.338727	-111.688591		Arizona
33.339474	-86.920849	Bessemer	Alabama
33.339924	-112.613255	Buckeye	Arizona
33.345205	-82.053261	Augusta	Georgia
33.34665	-111.786457	Gilbert	Arizona
33.346972	-111.767986	Gilbert	Arizona
33.347312	-111.903361	Tempe	Arizona
33.347318	-111.955852	Tempe	Arizona
33.349894	-93.366411		Arkansas
33.350919	-111.974265	Phoenix	Arizona
33.351141	-86.856407	Hoover	Alabama
33.352781	-84.125083	Locust Grove	Georgia
33.352781	-84.125085	Locust Grove	Georgia
33.354854	-84.294555		Georgia
33.357034	-84.250079		Georgia
33.357139	-84.41989		Georgia
33.357817	-111.810504	Gilbert	Arizona
33.359646	-111.853698	Mesa	Arizona
33.361291	-111.910627	Tempe	Arizona
33.361301	-111.875031	Mesa	Arizona
33.361499	-84.816339	Newnan	Georgia
33.362306	-112.071701	Phoenix	Arizona
33.363357	-82.021851	Augusta	Georgia
33.364059	-111.968851	Guadalupe	Arizona
33.365181	-94.128221		Texas
33.365284	-111.964615	Guadalupe	Arizona
33.367011	-111.84052	Gilbert	Arizona
33.369255	-84.760115	Newnan	Georgia
33.369781	-84.135675	Locust Grove	Georgia
33.371044	-82.089292	Augusta	Georgia
33.371132	-111.888482	Mesa	Arizona
33.371277	-84.754417	Newnan	Georgia
33.371646	-111.944848	Tempe	Arizona
33.371684	-112.048437	Phoenix	Arizona
33.372315	-84.363006		Georgia
33.372955	-112.139218	Phoenix	Arizona
33.373472	-111.856448	Mesa	Arizona
33.375657	-111.899126	Tempe	Arizona
33.376407	-86.795807	Hoover	Alabama
33.376594	-111.931794	Tempe	Arizona
33.377072	-86.665789	Highland Lakes	Alabama
33.377969	-117.252088	Fallbrook	California
33.378075	-111.986678	Phoenix	Arizona
33.378358	-84.313306		Georgia
33.378451	-86.787672	Hoover	Alabama
33.378466	-86.788029	Hoover	Alabama
33.378511	-86.787968	Hoover	Alabama
33.378517	-86.787779	Hoover	Alabama
33.378525	-86.787734	Hoover	Alabama
33.378533	-86.787738	Hoover	Alabama
33.378534	-86.787825	Hoover	Alabama
33.378544	-86.787781	Hoover	Alabama
33.378557	-86.787845	Hoover	Alabama
33.378573	-86.787903	Hoover	Alabama
33.378583	-86.787959	Hoover	Alabama
33.378588	-86.787961	Hoover	Alabama
33.378589	-86.787743	Hoover	Alabama
33.3786	-111.93685	Tempe	Arizona
33.37862	-111.93686	Tempe	Arizona
33.378621	-86.787898	Hoover	Alabama
33.37863	-111.93678	Tempe	Arizona
33.37863	-111.9371	Tempe	Arizona
33.378638	-86.787745	Hoover	Alabama
33.378678	-86.787708	Hoover	Alabama
33.3787	-111.93691	Tempe	Arizona
33.378748	-86.787818	Hoover	Alabama
33.37877	-111.93679	Tempe	Arizona
33.37879	-111.9368	Tempe	Arizona
33.37879	-111.93688	Tempe	Arizona
33.37879	-111.93692	Tempe	Arizona
33.37888	-111.93688	Tempe	Arizona
33.379006	-112.019207	Phoenix	Arizona
33.379099	-112.009886	Phoenix	Arizona
33.37975	-111.89457	Tempe	Arizona
33.379979	-111.833008	Mesa	Arizona
33.380378	-111.967629	Tempe	Arizona
33.380604	-112.028328	Phoenix	Arizona
33.381469	-112.054128	Phoenix	Arizona
33.381707	-111.947413	Tempe	Arizona
33.381966	-111.971533	Tempe	Arizona
33.381988	-112.078498	Phoenix	Arizona
33.382256	-117.241474	Fallbrook	California
33.382503	-112.05403	Phoenix	Arizona
33.38354	-112.14208	Phoenix	Arizona
33.38357	-112.14216	Phoenix	Arizona
33.38362	-112.14217	Phoenix	Arizona
33.384454	-86.783066	Hoover	Alabama
33.385106	-111.87077	Mesa	Arizona
33.385133	-111.945285	Tempe	Arizona
33.385172	-111.852738	Mesa	Arizona
33.385298	-111.873026	Mesa	Arizona
33.385321	-111.857421	Mesa	Arizona
33.385556	-111.930853	Tempe	Arizona
33.385624	-111.946927	Tempe	Arizona
33.385851	-111.817199	Mesa	Arizona
33.385898	-111.849742	Mesa	Arizona
33.386027	-111.720212	Mesa	Arizona
33.386452	-111.686433	Mesa	Arizona
33.386578	-111.925759	Tempe	Arizona
33.386666	-111.720569	Mesa	Arizona
33.386698	-110.73508	Globe	Arizona
33.386987	-86.803607	Hoover	Alabama
33.387039	-111.997925	Phoenix	Arizona
33.387242	-111.822458	Mesa	Arizona
33.387956	-91.025432	Greenville	Mississippi
33.387994	-111.954184	Tempe	Arizona
33.38825	-112.009638	Phoenix	Arizona
33.38857	-82.054297	Augusta	Georgia
33.389221	-111.967216	Tempe	Arizona
33.389287	-79.295704	Georgetown	South Carolina
33.389314	-86.796044	Hoover	Alabama
33.389525	-112.079439	Phoenix	Arizona
33.390124	-84.319354	Hampton	Georgia
33.390374	-84.321723		Georgia
33.390462	-111.871136	Phoenix	Arizona
33.391345	-84.74467	Newnan	Georgia
33.391349	-82.007254	Augusta	Georgia
33.392227	-93.744217		Arkansas
33.392239	-112.065257	Phoenix	Arizona
33.392472	-82.062468	Augusta	Georgia
33.39249	-112.07341	Phoenix	Arizona
33.392546	-112.002633	Phoenix	Arizona
33.392587	-111.995972	Phoenix	Arizona
33.39263	-112.013377	Phoenix	Arizona
33.392692	-111.982806	Phoenix	Arizona
33.392845	-111.920689	Tempe	Arizona
33.392928	-111.992477	Phoenix	Arizona
33.393161	-111.994509	Phoenix	Arizona
33.394255	-91.027983	Greenville	Mississippi
33.394647	-111.910143	Tempe	Arizona
33.3948	-111.867107	Mesa	Arizona
33.395134	-86.779998	Hoover	Alabama
33.395329	-111.856827	Mesa	Arizona
33.395422	-112.041585	Phoenix	Arizona
33.395512	-111.85681	Mesa	Arizona
33.395557	-111.744868	Mesa	Arizona
33.396787	-111.915092	Tempe	Arizona
33.396857	-111.915126	Tempe	Arizona
33.396862	-111.915098	Tempe	Arizona
33.396864	-111.915131	Tempe	Arizona
33.396868	-111.915418	Tempe	Arizona
33.396876	-111.915091	Tempe	Arizona
33.396893	-111.91512	Tempe	Arizona
33.396897	-111.915092	Tempe	Arizona
33.396905	-111.915102	Tempe	Arizona
33.396909	-111.915135	Tempe	Arizona
33.397336	-110.773544	Globe	Arizona
33.397438	-82.133696	Augusta	Georgia
33.399361	-84.754201		Georgia
33.399424	-84.604122	Peachtree City	Georgia
33.399432	-80.650613		South Carolina
33.400465	-112.228615		Arizona
33.400565	-111.976424	Tempe	Arizona
33.401147	-84.591398	Peachtree City	Georgia
33.402412	-111.916279	Tempe	Arizona
33.403007	-84.586665	Peachtree City	Georgia
33.403472	-111.907532	Tempe	Arizona
33.403612	-84.152913		Georgia
33.403813	-111.97692	Tempe	Arizona
33.404011	-82.026889	Augusta	Georgia
33.404441	-111.939554	Tempe	Arizona
33.40451	-84.707143		Georgia
33.40455	-111.961702	Tempe	Arizona
33.405174	-81.979561	Augusta	Georgia
33.405213	-111.924524	Tempe	Arizona
33.405218	-94.009274	Texarkana	Arkansas
33.405693	-111.891317	Tempe	Arizona
33.4057	-111.840481	Mesa	Arizona
33.405913	-82.027405	Augusta	Georgia
33.407187	-111.917382	Tempe	Arizona
33.407196	-111.917402	Tempe	Arizona
33.40757	-112.001662	Phoenix	Arizona
33.407698	-82.048658	Augusta	Georgia
33.407723	-111.918125	Tempe	Arizona
33.408365	-111.926966	Tempe	Arizona
33.408929	-111.910974	Tempe	Arizona
33.409409	-111.857967	Mesa	Arizona
33.409727	-111.789654	Mesa	Arizona
33.410063	-111.927175	Tempe	Arizona
33.410366	-82.024597	Augusta	Georgia
33.410368	-111.981478	Phoenix	Arizona
33.4113872	-84.366948		Georgia
33.411481	-111.979127	Phoenix	Arizona
33.41231	-111.81876	Mesa	Arizona
33.412622	-112.008036	Phoenix	Arizona
33.412656	-111.891451	Tempe	Arizona
33.41287	-86.754455	Hoover	Alabama
33.414648	-112.01384	Phoenix	Arizona
33.414677	-111.930839	Tempe	Arizona
33.415286	-111.935057	Tempe	Arizona
33.416412	-111.940749	Tempe	Arizona
33.41701	-111.927429	Tempe	Arizona
33.41704	-111.83143	Mesa	Arizona
33.417603	-112.061268	Phoenix	Arizona
33.418175	-111.918445	Tempe	Arizona
33.418338	-111.873272	Mesa	Arizona
33.418658	-82.040157	Augusta	Georgia
33.418712	-82.074896	Augusta	Georgia
33.418854	-84.199246	McDonough	Georgia
33.419414	-111.94691	Tempe	Arizona
33.419665	-111.943125	Tempe	Arizona
33.419764	-111.890944	Tempe	Arizona
33.419831	-88.832138	Starkville	Mississippi
33.42006	-111.923292	Tempe	Arizona
33.420133	-111.910528	Tempe	Arizona
33.420252	-111.924029	Tempe	Arizona
33.420931	-111.947515	Tempe	Arizona
33.42106	-82.081	Augusta	Georgia
33.421085	-111.93988	Tempe	Arizona
33.421261	-112.151577	Phoenix	Arizona
33.4218	-111.925472	Tempe	Arizona
33.421862	-94.072219	Texarkana	Texas
33.421893	-111.95995	Tempe	Arizona
33.421925	-111.808004	Mesa	Arizona
33.42207	-84.381629		Georgia
33.42212	-111.933565	Tempe	Arizona
33.422145	-112.023144	Phoenix	Arizona
33.422392	-111.907154	Tempe	Arizona
33.42245	-82.15054	Augusta	Georgia
33.422493	-111.658737	Mesa	Arizona
33.42321	-82.1417	Augusta	Georgia
33.423395	-79.284475		South Carolina
33.42341	-82.14136	Augusta	Georgia
33.42346	-82.1415	Augusta	Georgia
33.42348	-82.14153	Augusta	Georgia
33.42367	-82.14168	Augusta	Georgia
33.42382	-82.14142	Augusta	Georgia
33.423852	-84.173607	McDonough	Georgia
33.42403	-82.14133	Augusta	Georgia
33.42408	-82.14173	Augusta	Georgia
33.424126	-82.14487	Augusta	Georgia
33.42428	-82.14156	Augusta	Georgia
33.42438	-82.14146	Augusta	Georgia
33.42472	-82.14743	Augusta	Georgia
33.42479	-82.13793	Augusta	Georgia
33.425286	-111.933694	Tempe	Arizona
33.425454	-86.887907	Birmingham	Alabama
33.425635	-111.975007	Tempe	Arizona
33.425846	-112.02678	Phoenix	Arizona
33.425961	-82.060719	Augusta	Georgia
33.426211	-82.053261	Augusta	Georgia
33.426351	-86.884925	Birmingham	Alabama
33.426773	-82.127996	Augusta	Georgia
33.427671	-94.054561	Texarkana	Texas
33.427859	-111.699468		Arizona
33.427872	-112.072827	Phoenix	Arizona
33.428679	-70.602265	None	None
33.428772	-86.74039	Birmingham	Alabama
33.428804	-112.064701	Phoenix	Arizona
33.429011	-112.002295	Phoenix	Arizona
33.429093	-112.099178	Phoenix	Arizona
33.429261	-112.057107	Phoenix	Arizona
33.429278	-86.741286	Vestavia Hills	Alabama
33.429322	-112.098257	Phoenix	Arizona
33.429436	-111.942622	Tempe	Arizona
33.429799	-111.940097	Tempe	Arizona
33.430248	-111.925525	Tempe	Arizona
33.43049	-112.222996	Phoenix	Arizona
33.430638	-112.099651	Phoenix	Arizona
33.430658	-94.074368	Texarkana	Texas
33.431254	-91.039547	Greenville	Mississippi
33.43137	-112.03352	Phoenix	Arizona
33.431828	-86.838082	Homewood	Alabama
33.43223	-111.890829	Mesa	Arizona
33.432423	-111.902296	Tempe	Arizona
33.432715	-112.239065	Phoenix	Arizona
33.432815	-111.90631	Tempe	Arizona
33.433103	-86.703339		Alabama
33.433584	-82.05698	Augusta	Georgia
33.433646	-111.872148	Mesa	Arizona
33.43365	-82.46717		Georgia
33.434054	-86.719693	Birmingham	Alabama
33.434979	-111.999824	Phoenix	Arizona
33.435018	-112.025876	Phoenix	Arizona
33.43523	-112.031406	Phoenix	Arizona
33.435285	-84.756552		Georgia
33.435361	-82.002011	Augusta	Georgia
33.435937	-88.856935	Starkville	Mississippi
33.435951	-112.006796	Phoenix	Arizona
33.436029	-86.71984	Birmingham	Alabama
33.436068	-82.024984	Augusta	Georgia
33.436136	-112.267877	Tolleson	Arizona
33.436321	-111.954887	Tempe	Arizona
33.436503	-111.985288	Phoenix	Arizona
33.436681	-111.960746	Tempe	Arizona
33.43741	-94.079206	Texarkana	Texas
33.437641	-112.055288	Phoenix	Arizona
33.438485	-112.065263	Phoenix	Arizona
33.438588	-112.073712	Phoenix	Arizona
33.438651	-82.159537	Augusta	Georgia
33.439049	-84.333099	Lovejoy	Georgia
33.439225	-111.885339	Mesa	Arizona
33.439485	-84.191472		Georgia
33.439836	-84.192886		Georgia
33.440129	-112.107591	Phoenix	Arizona
33.440224	-112.067432	Phoenix	Arizona
33.440411	-111.984872	Phoenix	Arizona
33.440476	-111.973246	Phoenix	Arizona
33.440478	-111.954415	Tempe	Arizona
33.440642	-112.036894	Phoenix	Arizona
33.440954	-82.489338		Georgia
33.441292	-84.699995		Georgia
33.441315	-111.890759	Mesa	Arizona
33.441755	-86.723706	Vestavia Hills	Alabama
33.441842	-111.902616		Arizona
33.44237	-82.113609	Augusta	Georgia
33.44327	-112.07246	Phoenix	Arizona
33.4433	-112.07235	Phoenix	Arizona
33.44332	-112.07234	Phoenix	Arizona
33.44334	-112.07222	Phoenix	Arizona
33.44334	-112.07235	Phoenix	Arizona
33.443882	-88.839727	Starkville	Mississippi
33.44423	-88.822607	Starkville	Mississippi
33.444415	-82.115255	Augusta	Georgia
33.445083	-111.991479	Phoenix	Arizona
33.44616	-88.837307	Starkville	Mississippi
33.446494	-112.07861	Phoenix	Arizona
33.446798	-84.452901	Fayetteville	Georgia
33.4469	-86.819687	Homewood	Alabama
33.447165	-90.629083	Indianola	Mississippi
33.44751	-112.07208	Phoenix	Arizona
33.447873	-112.072236	Phoenix	Arizona
33.447966	-112.014584	Phoenix	Arizona
33.44801	-84.324192		Georgia
33.449102	-111.848917	Mesa	Arizona
33.449228	-84.161777		Georgia
33.449256	-84.374731		Georgia
33.449732	-112.003145	Phoenix	Arizona
33.449923	-112.040048	Phoenix	Arizona
33.449971	-111.962038	Phoenix	Arizona
33.450013	-111.967223	Phoenix	Arizona
33.450292	-112.073994	Phoenix	Arizona
33.450369	-84.341764		Georgia
33.45074	-111.807804	Mesa	Arizona
33.452416	-82.476874		Georgia
33.452855	-112.037898	Phoenix	Arizona
33.453281	-82.210159	Grovetown	Georgia
33.454224	-84.382986		Georgia
33.454693	-88.788955	Starkville	Mississippi
33.454785	-86.971751	Hueytown	Alabama
33.4547	-86.82762	Homewood	Alabama
33.454942	-112.029218	Phoenix	Arizona
33.454977	-112.356937	Goodyear	Arizona
33.455856	-88.803527	Starkville	Mississippi
33.456119	-112.090056	Phoenix	Arizona
33.456412	-88.803251	Starkville	Mississippi
33.456557	-82.509482	Thomson	Georgia
33.456586	-84.328651	Bonanza	Georgia
33.456694	-111.979521	Phoenix	Arizona
33.456794	-86.748268	Mountain Brook	Alabama
33.456897	-82.504619	Thomson	Georgia
33.457013	-88.804052	Starkville	Mississippi
33.4575	-111.990376	Phoenix	Arizona
33.457603	-111.987936	Phoenix	Arizona
33.458062	-88.784208		Mississippi
33.458524	-84.340004	Bonanza	Georgia
33.458954	-112.364335	Goodyear	Arizona
33.459066	-90.646203	Indianola	Mississippi
33.459165	-112.143403	Phoenix	Arizona
33.459326	-84.203375		Georgia
33.459639	-112.306718	Avondale	Arizona
33.459833	-117.657742	Dana Point	California
33.460013	-112.068335	Phoenix	Arizona
33.460308	-88.816664	Starkville	Mississippi
33.460363	-84.208235		Georgia
33.46065	-112.234687	Phoenix	Arizona
33.461276	-111.837397	Mesa	Arizona
33.461373	-111.98757	Phoenix	Arizona
33.461452	-112.087987	Phoenix	Arizona
33.461599	-112.092244	Phoenix	Arizona
33.461684	-94.07564	Texarkana	Texas
33.461779	-112.089711	Phoenix	Arizona
33.461836	-112.060463	Phoenix	Arizona
33.461862	-112.057163	Phoenix	Arizona
33.461951	-94.074878	Texarkana	Texas
33.462018	-84.349399	Bonanza	Georgia
33.462071	-112.028503	Phoenix	Arizona
33.462161	-88.797379	Starkville	Mississippi
33.462201	-112.244363	Tolleson	Arizona
33.462403	-88.817561	Starkville	Mississippi
33.462482	-112.232178	Phoenix	Arizona
33.462584	-112.02439	Phoenix	Arizona
33.462684	-112.204444	Phoenix	Arizona
33.462761	-112.186274	Phoenix	Arizona
33.462814	-111.912116	Scottsdale	Arizona
33.463183	-84.174871		Georgia
33.463335	-112.170478	Phoenix	Arizona
33.463458	-82.055054	Augusta	Georgia
33.464014	-112.109781	Phoenix	Arizona
33.464129	-81.9398	Augusta	Georgia
33.464153	-88.837511	Starkville	Mississippi
33.46417	-84.446634	Fayetteville	Georgia
33.46419	-88.79838	Starkville	Mississippi
33.464406	-111.926936	Scottsdale	Arizona
33.465156	-112.114909	Phoenix	Arizona
33.465235	-84.438549		Georgia
33.46525	-82.077435	Augusta	Georgia
33.46586	-112.330012	Avondale	Arizona
33.466469	-86.829305	Homewood	Alabama
33.467074	-86.957362	Birmingham	Alabama
33.467921	-112.099402	Phoenix	Arizona
33.467978	-111.924414	Scottsdale	Arizona
33.468454	-112.107882	Phoenix	Arizona
33.468706	-81.994153	Augusta	Georgia
33.469072	-84.328865	Bonanza	Georgia
33.469602	-84.357029	Irondale	Georgia
33.470023	-82.123035	Augusta	Georgia
33.470263	-82.053636	Augusta	Georgia
33.470565	-112.110734	Phoenix	Arizona
33.470781	-117.119653	Temecula	California
33.470923	-112.038423	Phoenix	Arizona
33.471207	-94.003977	Texarkana	Arkansas
33.471254	-112.149545	Phoenix	Arizona
33.471409	-94.030171	Texarkana	Arkansas
33.471479	-94.37139		Texas
33.471673	-94.304377	Hooks	Texas
33.472085	-112.268899	Phoenix	Arizona
33.472166	-94.039524	Texarkana	Arkansas
33.472268	-112.349614	Goodyear	Arizona
33.4723967	-86.923286	Fairfield	Alabama
33.472495	-94.416558	New Boston	Texas
33.472756	-81.996964	Augusta	Georgia
33.473383	-86.770395	Homewood	Alabama
33.474388	-112.119866	Phoenix	Arizona
33.474548	-84.216434		Georgia
33.474566	-84.337377	Lovejoy	Georgia
33.474654	-82.011118	Augusta	Georgia
33.474866	-84.337912	Lovejoy	Georgia
33.475309	-81.986225	Augusta	Georgia
33.475688	-82.496864	Thomson	Georgia
33.476107	-112.234783	Phoenix	Arizona
33.476108	-112.024433	Phoenix	Arizona
33.47612	-117.10627	Temecula	California
33.476244	-81.980447	Augusta	Georgia
33.476256	-81.980508	Augusta	Georgia
33.476856	-86.811643	Homewood	Alabama
33.476938	-111.927008	Scottsdale	Arizona
33.476968	-117.098044	Temecula	California
33.477231	-112.258944	Phoenix	Arizona
33.477531	-82.063113	Augusta	Georgia
33.477558	-84.425089		Georgia
33.47759	-84.217681		Georgia
33.47778	-117.1066	Temecula	California
33.4779	-117.11175	Temecula	California
33.47792	-117.10614	Temecula	California
33.47795	-117.10614	Temecula	California
33.47797	-117.10605	Temecula	California
33.47805	-117.10609	Temecula	California
33.47805	-117.10617	Temecula	California
33.47807	-117.10616	Temecula	California
33.47808	-117.10615	Temecula	California
33.47812	-117.10614	Temecula	California
33.47812	-117.10616	Temecula	California
33.47812	-117.10882	Temecula	California
33.47814	-117.10618	Temecula	California
33.47814	-117.1062	Temecula	California
33.47817	-117.10613	Temecula	California
33.47817	-117.10622	Temecula	California
33.47818	-117.10606	Temecula	California
33.47818	-117.10624	Temecula	California
33.47821	-117.10625	Temecula	California
33.47822	-117.10625	Temecula	California
33.478306	-84.441789	Fayetteville	Georgia
33.478617	-112.039411	Phoenix	Arizona
33.47873	-82.12998		Georgia
33.479044	-111.922044	Scottsdale	Arizona
33.479392	-112.074876	Phoenix	Arizona
33.47997	-117.10262	Temecula	California
33.48004	-81.981668	Augusta	Georgia
33.48053	-112.393704	Goodyear	Arizona
33.480638	-112.113637	Phoenix	Arizona
33.480642	-112.334891	Avondale	Arizona
33.480806	-80.885471		South Carolina
33.480931	-88.773693		Mississippi
33.481143	-86.831304	Birmingham	Alabama
33.481608	-112.113367	Phoenix	Arizona
33.481664	-112.113466	Phoenix	Arizona
33.48175	-112.134565	Phoenix	Arizona
33.482048	-112.112642	Phoenix	Arizona
33.482677	-93.988161	Texarkana	Arkansas
33.483081	-86.251709		Alabama
33.484128	-112.359775	Goodyear	Arizona
33.484956	-82.232487		Georgia
33.484962	-112.231244	Phoenix	Arizona
33.48532	-80.810995		South Carolina
33.485386	-80.84786	Orangeburg	South Carolina
33.485877	-86.983904	Pleasant Grove	Alabama
33.485905	-88.786628	Starkville	Mississippi
33.485931	-82.081396	Augusta	Georgia
33.486065	-84.405532		Georgia
33.486129	-112.087323	Phoenix	Arizona
33.48655	-80.853529	Orangeburg	South Carolina
33.48666	-87.003665	Pleasant Grove	Alabama
33.486669	-112.265239	Phoenix	Arizona
33.487269	-84.255215		Georgia
33.487485	-82.501255	Thomson	Georgia
33.487612	-82.095418	Augusta	Georgia
33.487907	-82.002309	Augusta	Georgia
33.488138	-112.130409	Phoenix	Arizona
33.488527	-112.189418	Phoenix	Arizona
33.490045	-88.868698	Starkville	Mississippi
33.490294	-112.07009	Phoenix	Arizona
33.490294	-84.338075		Georgia
33.49077	-84.180377		Georgia
33.4908	-112.075272	Phoenix	Arizona
33.49119	-90.357638		Mississippi
33.49128	-84.447304		Georgia
33.491571	-80.871258	Orangeburg	South Carolina
33.49167	-112.361351	Litchfield Park	Arizona
33.491733	-80.548037		South Carolina
33.492042	-112.028499	Phoenix	Arizona
33.492533	-80.8563	Orangeburg	South Carolina
33.492634	-84.217977	Stockbridge	Georgia
33.492833	-86.889547	Birmingham	Alabama
33.492889	-112.238648	Phoenix	Arizona
33.49298	-111.995515	Phoenix	Arizona
33.49319	-111.932417	Scottsdale	Arizona
33.493292	-86.872233	Birmingham	Alabama
33.493999	-80.862312	Orangeburg	South Carolina
33.494016	-112.013418	Phoenix	Arizona
33.494044	-112.026021	Phoenix	Arizona
33.494044	-112.147362	Phoenix	Arizona
33.494223	-112.123044	Phoenix	Arizona
33.494279	-82.080515	Augusta	Georgia
33.494822	-117.147006	Temecula	California
33.494925	-82.091978	Augusta	Georgia
33.495186	-86.866767	Birmingham	Alabama
33.495776	-112.137969	Phoenix	Arizona
33.495784	-112.137994	Phoenix	Arizona
33.49582	-112.071639	Phoenix	Arizona
33.495945	-86.806248	Birmingham	Alabama
33.495964	-84.222342	Stockbridge	Georgia
33.49597	-112.066577	Phoenix	Arizona
33.496345	-112.066827	Phoenix	Arizona
33.496981	-82.003667	Augusta	Georgia
33.497105	-112.419003	Goodyear	Arizona
33.497378	-86.877193	Birmingham	Alabama
33.497558	-112.080625	Phoenix	Arizona
33.497688	-112.074059	Phoenix	Arizona
33.497709	-112.074077	Phoenix	Arizona
33.4977	-112.074087	Phoenix	Arizona
33.497729	-112.074079	Phoenix	Arizona
33.497757	-112.080423	Phoenix	Arizona
33.497767	-112.074062	Phoenix	Arizona
33.497767	-112.074108	Phoenix	Arizona
33.497778	-117.148769	Temecula	California
33.497798	-112.074167	Phoenix	Arizona
33.497913	-112.235237	Phoenix	Arizona
33.498113	-80.849611	Orangeburg	South Carolina
33.49876	-80.854848	Orangeburg	South Carolina
33.499422	-111.922165	Scottsdale	Arizona
33.499472	-117.143471	Temecula	California
33.499513	-86.822007	Birmingham	Alabama
33.499597	-84.379285		Georgia
33.499794	-86.869514	Birmingham	Alabama
33.499998	-86.830633	Birmingham	Alabama
33.50013	-82.067733	Augusta	Georgia
33.500258	-80.85462	Orangeburg	South Carolina
33.500458	-112.075631	Phoenix	Arizona
33.500531	-95.380312		Texas
33.500708	-80.860722	Orangeburg	South Carolina
33.500828	-86.907026	Birmingham	Alabama
33.50085	-80.845035	Orangeburg	South Carolina
33.501132	-112.018977	Phoenix	Arizona
33.501411	-86.824394	Birmingham	Alabama
33.501484	-86.894943	Birmingham	Alabama
33.5021	-112.267303	Phoenix	Arizona
33.502168	-86.789795	Birmingham	Alabama
33.502287	-112.002835	Phoenix	Arizona
33.502359	-111.922525	Scottsdale	Arizona
33.502534	-86.690374	Birmingham	Alabama
33.503017	-84.448407		Georgia
33.503217	-84.351373	Jonesboro	Georgia
33.503397	-82.498352	Thomson	Georgia
33.503538	-112.334511	Litchfield Park	Arizona
33.503549	-112.257174	Phoenix	Arizona
33.503958	-86.807731	Birmingham	Alabama
33.504498	-112.034971	Phoenix	Arizona
33.504528	-84.372391		Georgia
33.504701	-112.073646	Phoenix	Arizona
33.50492	-81.283643	Springfield	South Carolina
33.505281	-112.078645	Phoenix	Arizona
33.50535	-80.849143	Orangeburg	South Carolina
33.506166	-86.803585	Birmingham	Alabama
33.506527	-84.228844	Stockbridge	Georgia
33.507036	-84.364106		Georgia
33.507469	-112.053444	Phoenix	Arizona
33.507792	-112.264266	Phoenix	Arizona
33.507994	-111.99579	Phoenix	Arizona
33.508089	-82.534288		Georgia
33.50811	-117.12455	Temecula	California
33.508139	-112.24249	Phoenix	Arizona
33.508508	-80.848094	Orangeburg	South Carolina
33.508616	-117.100937	Temecula	California
33.508865	-84.407410		Georgia
33.509202	-112.042216	Phoenix	Arizona
33.50956	-84.20243		Georgia
33.509609	-112.019688	Phoenix	Arizona
33.509628	-112.025136	Phoenix	Arizona
33.509939	-112.114249	Phoenix	Arizona
33.510007	-112.073895	Phoenix	Arizona
33.510256	-112.024415	Phoenix	Arizona
33.510293	-82.429029		Georgia
33.510367	-84.239224	Stockbridge	Georgia
33.5109	-82.050888	Augusta	Georgia
33.511002	-80.850567	Orangeburg	South Carolina
33.511405	-82.116751		Georgia
33.511789	-112.06146	Phoenix	Arizona
33.512219	-84.250207	Stockbridge	Georgia
33.512273	-84.237712	Stockbridge	Georgia
33.512322	-84.237806	Stockbridge	Georgia
33.512489	-112.011174	Phoenix	Arizona
33.512546	-82.087491	Augusta	Georgia
33.51257	-86.811753	Birmingham	Alabama
33.513302	-80.860197	Orangeburg	South Carolina
33.513359	-86.79944	Birmingham	Alabama
33.51342	-82.05321	Augusta	Georgia
33.513596	-117.159757	Temecula	California
